"","customer_id","segment","rfm_score","transaction_count","recency_days","amount","recency_score","frequency_score","monetary_score"
"9141",24444,"New Ones",733,8,111,726,7,3,3
"9142",5177,"Almost Out",111,5,438,297,1,1,1
"9143",15109,"Likely to be Loyal",698,13,127,1168,6,9,8
"9144",35969,"Getting Less Frequent",276,11,352,981,2,7,6
"9145",22449,"Require Assistance",456,10,178,976,4,5,6
"9146",2231,"Likely to be Loyal",555,10,175,913,5,5,5
"9147",10420,"Loyal",1078,11,9,1167,10,7,8
"9148",18416,"Loyal",1077,11,39,1095,10,7,7
"9149",2899,"Loyal",900,14,89,1600,8,9,10
"9150",24247,"New Ones",711,6,107,368,7,1,1
"9151",2145,"Almost Out",311,4,211,263,3,1,1
"9152",4072,"Loyal",910,16,96,1563,8,10,10
"9153",22705,"Require Assistance",226,7,334,926,2,2,6
"9154",36898,"Loyal",1097,13,29,1100,10,9,7
"9155",39408,"New Ones",1035,8,32,891,10,3,5
"9156",18503,"First Grade",1110,19,44,1515,10,10,10
"9157",23122,"Require Assistance",155,10,411,853,1,5,5
"9158",32513,"Likely to be Loyal",597,13,171,1091,5,9,7
"9159",11448,"Require Assistance",143,9,439,705,1,4,3
"9160",28714,"Loyal",988,12,72,1196,9,8,8
"9161",20927,"Others",310,16,284,1625,2,10,10
"9162",7164,"First Grade",999,14,60,1263,9,9,9
"9163",39877,"Almost Out",111,5,411,507,1,1,1
"9164",37491,"New Ones",1046,9,17,950,10,4,6
"9165",21637,"Require Assistance",436,8,183,928,4,3,6
"9166",17025,"Require Assistance",546,9,175,973,5,4,6
"9167",7743,"Require Assistance",533,8,171,723,5,3,3
"9168",25080,"New Ones",845,9,87,897,8,4,5
"9169",29282,"Require Assistance",532,8,156,535,5,3,2
"9170",28175,"Others",511,5,172,377,5,1,1
"9171",39110,"Almost Out",111,5,568,482,1,1,1
"9172",17686,"Can't Lose Them",179,11,434,1296,1,7,9
"9173",36507,"Can't Lose Them",500,14,187,1865,4,9,10
"9174",20098,"Require Assistance",435,8,199,869,4,3,5
"9175",24584,"Can't Lose Them",259,10,339,1372,2,5,9
"9176",36217,"Require Assistance",243,9,327,697,2,4,3
"9177",1323,"New Ones",1076,11,10,954,10,7,6
"9178",29299,"Almost Out",111,5,470,496,1,1,1
"9179",23598,"Likely to be Loyal",688,12,141,1125,6,8,8
"9180",33293,"New Ones",821,7,84,458,8,2,1
"9181",13768,"Likely to be Loyal",876,11,101,963,8,7,6
"9182",30224,"Require Assistance",124,7,443,748,1,2,4
"9183",24187,"Require Assistance",142,9,489,554,1,4,2
"9184",883,"New Ones",1054,10,39,745,10,5,4
"9185",33879,"Require Assistance",444,9,197,762,4,4,4
"9186",38706,"Can't Lose Them",479,11,205,1318,4,7,9
"9187",30394,"Loyal",810,18,116,1523,7,10,10
"9188",28136,"New Ones",634,8,128,747,6,3,4
"9189",15562,"Require Assistance",342,9,263,611,3,4,2
"9190",31899,"Require Assistance",345,9,221,872,3,4,5
"9191",5959,"Require Assistance",235,8,377,875,2,3,5
"9192",16947,"Require Assistance",233,8,386,672,2,3,3
"9193",37362,"Loyal",977,11,60,1061,9,7,7
"9194",19121,"Almost Out",111,6,473,479,1,1,1
"9195",10200,"New Ones",812,6,90,618,8,1,2
"9196",39909,"Others",208,16,420,1140,1,10,8
"9197",30062,"Likely to be Loyal",757,10,105,1017,7,5,7
"9198",9905,"Require Assistance",443,9,192,696,4,4,3
"9199",20413,"First Grade",1109,15,10,1349,10,10,9
"9200",28604,"New Ones",942,9,69,621,9,4,2
"9201",28565,"Loyal",878,11,99,1190,8,7,8
"9202",31166,"New Ones",1076,11,40,946,10,7,6
"9203",19999,"First Grade",1099,14,37,1268,10,9,9
"9204",31452,"Require Assistance",422,7,183,583,4,2,2
"9205",36596,"Loyal",910,19,84,1995,8,10,10
"9206",9621,"Can't Lose Them",388,12,245,1180,3,8,8
"9207",36905,"New Ones",723,7,117,666,7,2,3
"9208",27803,"Likely to be Loyal",658,10,145,1116,6,5,8
"9209",22900,"Require Assistance",355,10,242,891,3,5,5
"9210",14806,"Require Assistance",545,9,163,867,5,4,5
"9211",19111,"Require Assistance",231,8,393,464,2,3,1
"9212",36774,"Require Assistance",325,7,236,863,3,2,5
"9213",27588,"Can't Lose Them",279,11,299,1236,2,7,9
"9214",8270,"Almost Out",311,6,226,483,3,1,1
"9215",2966,"New Ones",1054,10,16,754,10,5,4
"9216",28095,"Require Assistance",544,9,162,819,5,4,4
"9217",3046,"Getting Less Frequent",214,5,293,793,2,1,4
"9218",4940,"New Ones",684,12,129,793,6,8,4
"9219",39205,"Require Assistance",355,10,235,893,3,5,5
"9220",5744,"Loyal",979,11,61,1291,9,7,9
"9221",26551,"New Ones",834,8,81,819,8,3,4
"9222",11025,"New Ones",643,9,136,658,6,4,3
"9223",908,"Almost Out",111,6,564,371,1,1,1
"9224",37148,"Require Assistance",223,7,378,733,2,2,3
"9225",4879,"Require Assistance",534,8,156,784,5,3,4
"9226",22495,"New Ones",854,10,82,811,8,5,4
"9227",31010,"Can't Lose Them",478,11,210,1139,4,7,8
"9228",35809,"New Ones",737,8,109,1010,7,3,7
"9229",39009,"Loyal",1097,13,25,1035,10,9,7
"9230",13428,"New Ones",1073,11,34,733,10,7,3
"9231",13349,"First Grade",1110,18,29,1693,10,10,10
"9232",37785,"Likely to be Loyal",699,13,132,1282,6,9,9
"9233",29860,"New Ones",847,9,90,1003,8,4,7
"9234",36319,"Getting Less Frequent",213,6,301,689,2,1,3
"9235",39537,"Require Assistance",224,7,379,758,2,2,4
"9236",1973,"Require Assistance",131,8,403,507,1,3,1
"9237",33922,"Require Assistance",524,7,175,746,5,2,4
"9238",36812,"Loyal",1098,14,16,1185,10,9,8
"9239",20148,"Loyal",898,14,92,1173,8,9,8
"9240",33267,"Require Assistance",431,8,197,350,4,3,1
"9241",31300,"Require Assistance",432,8,207,576,4,3,2
"9242",33848,"Getting Less Frequent",177,11,520,1044,1,7,7
"9243",25846,"New Ones",811,4,94,226,8,1,1
"9244",14512,"Others",710,16,139,1570,6,10,10
"9245",39436,"Require Assistance",434,8,193,749,4,3,4
"9246",38592,"Likely to be Loyal",757,10,115,1020,7,5,7
"9247",13499,"Loyal",777,11,117,1086,7,7,7
"9248",37793,"New Ones",1057,10,21,1072,10,5,7
"9249",19840,"New Ones",811,5,86,512,8,1,1
"9250",27981,"Can't Lose Them",179,11,406,1317,1,7,9
"9251",26218,"Likely to be Loyal",856,10,95,992,8,5,6
"9252",10918,"New Ones",711,6,121,362,7,1,1
"9253",34435,"Loyal",908,19,82,1156,8,10,8
"9254",13929,"Likely to be Loyal",855,10,85,862,8,5,5
"9255",21723,"First Grade",1010,16,64,1486,9,10,10
"9256",6161,"Require Assistance",121,7,400,418,1,2,1
"9257",37998,"New Ones",1045,9,44,888,10,4,5
"9258",10445,"Can't Lose Them",479,11,184,1396,4,7,9
"9259",30780,"Loyal",898,13,91,1196,8,9,8
"9260",24467,"Loyal",899,13,78,1373,8,9,9
"9261",29251,"Others",210,15,465,1558,1,10,10
"9262",24572,"Getting Less Frequent",186,12,426,968,1,8,6
"9263",29481,"New Ones",734,8,105,807,7,3,4
"9264",18222,"New Ones",1076,11,45,963,10,7,6
"9265",12401,"Likely to be Loyal",876,11,83,954,8,7,6
"9266",15916,"Likely to be Loyal",876,11,93,927,8,7,6
"9267",30475,"Almost Out",211,5,299,238,2,1,1
"9268",27477,"Likely to be Loyal",858,10,96,1161,8,5,8
"9269",39232,"Getting Less Frequent",157,10,426,1024,1,5,7
"9270",23586,"New Ones",636,8,134,939,6,3,6
"9271",19161,"Likely to be Loyal",876,11,90,990,8,7,6
"9272",35957,"Require Assistance",421,7,197,413,4,2,1
"9273",13018,"Can't Lose Them",288,12,274,1163,2,8,8
"9274",14184,"Likely to be Loyal",699,13,146,1337,6,9,9
"9275",19413,"Require Assistance",242,9,377,540,2,4,2
"9276",8807,"Almost Out",211,6,373,476,2,1,1
"9277",18742,"New Ones",811,6,86,358,8,1,1
"9278",28457,"Getting Less Frequent",112,5,565,551,1,1,2
"9279",19305,"New Ones",854,10,98,810,8,5,4
"9280",17180,"Loyal",810,18,114,1738,7,10,10
"9281",19695,"Loyal",1107,15,18,1089,10,10,7
"9282",12563,"Likely to be Loyal",576,11,164,979,5,7,6
"9283",12627,"Others",610,16,168,1637,5,10,10
"9284",21154,"Can't Lose Them",199,13,477,1294,1,9,9
"9285",717,"Loyal",809,16,116,1397,7,10,9
"9286",6961,"First Grade",1110,18,16,1842,10,10,10
"9287",38454,"Getting Less Frequent",187,12,437,1031,1,8,7
"9288",6822,"New Ones",946,9,52,914,9,4,6
"9289",39783,"Require Assistance",533,8,171,673,5,3,3
"9290",463,"Others",513,6,175,735,5,1,3
"9291",26317,"Almost Out",311,4,216,446,3,1,1
"9292",21305,"Likely to be Loyal",775,11,123,879,7,7,5
"9293",24592,"Require Assistance",446,9,205,952,4,4,6
"9294",9716,"New Ones",724,7,115,748,7,2,4
"9295",13951,"First Grade",999,14,68,1396,9,9,9
"9296",12123,"Others",710,16,146,1645,6,10,10
"9297",23274,"New Ones",1056,10,40,978,10,5,6
"9298",38353,"Require Assistance",223,7,318,675,2,2,3
"9299",18521,"Almost Out",311,4,235,446,3,1,1
"9300",29558,"Can't Lose Them",690,12,134,1468,6,8,10
"9301",31147,"New Ones",974,11,70,810,9,7,4
"9302",10353,"Require Assistance",144,9,405,798,1,4,4
"9303",7404,"Can't Lose Them",488,12,188,1200,4,8,8
"9304",4421,"New Ones",734,8,105,789,7,3,4
"9305",1536,"Loyal",809,15,121,1388,7,10,9
"9306",32555,"New Ones",738,8,114,1132,7,3,8
"9307",1593,"Likely to be Loyal",795,14,120,872,7,9,5
"9308",17637,"Likely to be Loyal",956,10,63,915,9,5,6
"9309",17599,"Likely to be Loyal",587,12,152,1101,5,8,7
"9310",590,"Require Assistance",121,7,412,500,1,2,1
"9311",20096,"Loyal",777,11,122,1038,7,7,7
"9312",15422,"Loyal",1097,13,42,1098,10,9,7
"9313",9434,"Others",584,12,150,822,5,8,4
"9314",6231,"Likely to be Loyal",589,12,160,1377,5,8,9
"9315",25491,"Can't Lose Them",289,12,299,1305,2,8,9
"9316",11662,"New Ones",722,7,125,602,7,2,2
"9317",11814,"Require Assistance",542,9,165,621,5,4,2
"9318",20926,"Require Assistance",144,9,400,749,1,4,4
"9319",34610,"Require Assistance",325,7,213,893,3,2,5
"9320",5694,"Getting Less Frequent",413,6,190,667,4,1,3
"9321",3907,"Loyal",977,11,71,1063,9,7,7
"9322",6464,"New Ones",1034,8,46,782,10,3,4
"9323",34966,"Almost Out",411,5,197,499,4,1,1
"9324",23295,"First Grade",1100,14,33,1414,10,9,10
"9325",7500,"New Ones",924,7,67,777,9,2,4
"9326",26857,"Loyal",978,11,49,1133,9,7,8
"9327",8549,"Require Assistance",134,8,479,821,1,3,4
"9328",22648,"Require Assistance",242,9,277,581,2,4,2
"9329",24794,"New Ones",943,9,60,722,9,4,3
"9330",4035,"Can't Lose Them",549,9,160,1243,5,4,9
"9331",5749,"Require Assistance",524,7,158,768,5,2,4
"9332",27837,"Likely to be Loyal",679,11,128,1242,6,7,9
"9333",9853,"Others",509,16,194,1235,4,10,9
"9334",8679,"Getting Less Frequent",213,6,303,654,2,1,3
"9335",36795,"New Ones",944,9,66,738,9,4,4
"9336",25215,"New Ones",648,9,136,1130,6,4,8
"9337",3322,"Getting Less Frequent",377,11,215,1037,3,7,7
"9338",10035,"New Ones",932,8,68,595,9,3,2
"9339",1254,"Getting Less Frequent",375,11,235,846,3,7,5
"9340",10953,"Almost Out",311,3,222,480,3,1,1
"9341",29209,"New Ones",822,7,99,610,8,2,2
"9342",17616,"Loyal",888,12,81,1112,8,8,8
"9343",36755,"Loyal",1088,12,30,1176,10,8,8
"9344",29096,"Require Assistance",523,7,162,683,5,2,3
"9345",26941,"Require Assistance",352,10,256,612,3,5,2
"9346",31331,"Likely to be Loyal",856,10,81,971,8,5,6
"9347",38179,"Can't Lose Them",389,12,235,1367,3,8,9
"9348",38562,"Require Assistance",535,8,165,847,5,3,5
"9349",29309,"Getting Less Frequent",485,12,182,831,4,8,5
"9350",18007,"Likely to be Loyal",555,10,157,869,5,5,5
"9351",12639,"Require Assistance",434,8,197,743,4,3,4
"9352",27606,"Others",574,11,152,801,5,7,4
"9353",846,"Almost Out",211,5,338,381,2,1,1
"9354",27644,"Require Assistance",433,8,205,737,4,3,3
"9355",34125,"Require Assistance",434,8,198,775,4,3,4
"9356",16951,"New Ones",632,8,141,521,6,3,2
"9357",33610,"Require Assistance",233,8,314,736,2,3,3
"9358",38857,"Others",610,15,153,1572,5,10,10
"9359",944,"Require Assistance",436,8,199,980,4,3,6
"9360",35759,"New Ones",645,9,143,883,6,4,5
"9361",38138,"Getting Less Frequent",213,6,369,672,2,1,3
"9362",39921,"Require Assistance",521,7,165,500,5,2,1
"9363",13610,"Getting Less Frequent",475,11,184,899,4,7,5
"9364",1244,"Almost Out",111,4,537,287,1,1,1
"9365",33171,"New Ones",684,12,147,751,6,8,4
"9366",16363,"New Ones",624,7,134,744,6,2,4
"9367",38260,"New Ones",933,8,66,662,9,3,3
"9368",15289,"Can't Lose Them",499,13,202,1336,4,9,9
"9369",39648,"Loyal",1098,14,41,1116,10,9,8
"9370",16739,"New Ones",832,8,90,624,8,3,2
"9371",18808,"Loyal",877,11,87,1090,8,7,7
"9372",16399,"Require Assistance",332,8,233,513,3,3,2
"9373",13471,"Others",309,15,350,1337,2,10,9
"9374",27623,"Loyal",900,13,83,1438,8,9,10
"9375",33844,"Likely to be Loyal",885,12,91,837,8,8,5
"9376",15079,"New Ones",948,9,58,1176,9,4,8
"9377",16428,"Can't Lose Them",399,13,212,1332,3,9,9
"9378",13874,"Likely to be Loyal",986,12,68,945,9,8,6
"9379",14192,"Require Assistance",456,10,178,994,4,5,6
"9380",17274,"Getting Less Frequent",287,12,305,1070,2,8,7
"9381",18229,"Others",574,11,175,806,5,7,4
"9382",31880,"Almost Out",111,4,538,498,1,1,1
"9383",21996,"Likely to be Loyal",786,12,109,956,7,8,6
"9384",38112,"Require Assistance",356,10,257,979,3,5,6
"9385",38580,"Likely to be Loyal",957,10,67,1009,9,5,7
"9386",1383,"Can't Lose Them",259,10,285,1349,2,5,9
"9387",17388,"Loyal",788,12,120,1119,7,8,8
"9388",29943,"Getting Less Frequent",357,10,212,1035,3,5,7
"9389",5312,"Almost Out",211,5,320,418,2,1,1
"9390",39795,"Require Assistance",133,8,474,713,1,3,3
"9391",39012,"Getting Less Frequent",414,6,190,793,4,1,4
"9392",16818,"Likely to be Loyal",885,12,96,889,8,8,5
"9393",16763,"First Grade",999,13,54,1306,9,9,9
"9394",15359,"Can't Lose Them",359,10,213,1271,3,5,9
"9395",12831,"Almost Out",111,6,455,499,1,1,1
"9396",32215,"Loyal",810,23,115,2593,7,10,10
"9397",39066,"New Ones",633,8,139,709,6,3,3
"9398",37056,"New Ones",635,8,148,837,6,3,5
"9399",25395,"Loyal",910,16,89,1672,8,10,10
"9400",17880,"First Grade",1109,15,15,1291,10,10,9
"9401",1913,"First Grade",1000,14,66,1604,9,9,10
"9402",27444,"Require Assistance",445,9,179,870,4,4,5
"9403",29346,"Loyal",979,11,73,1237,9,7,9
"9404",38085,"Getting Less Frequent",212,6,329,553,2,1,2
"9405",36313,"Require Assistance",333,8,234,676,3,3,3
"9406",36391,"Require Assistance",153,10,517,722,1,5,3
"9407",39241,"Likely to be Loyal",588,12,160,1111,5,8,8
"9408",8255,"New Ones",1037,8,46,1034,10,3,7
"9409",22461,"Getting Less Frequent",157,10,411,1024,1,5,7
"9410",1924,"First Grade",1099,13,14,1387,10,9,9
"9411",6187,"First Grade",1000,13,55,1640,9,9,10
"9412",29074,"Getting Less Frequent",357,10,217,1079,3,5,7
"9413",23099,"New Ones",612,6,140,522,6,1,2
"9414",4007,"Can't Lose Them",700,13,146,1601,6,9,10
"9415",5407,"New Ones",712,5,116,523,7,1,2
"9416",4816,"First Grade",1010,23,51,2134,9,10,10
"9417",35895,"New Ones",645,9,148,897,6,4,5
"9418",35315,"Require Assistance",434,8,184,809,4,3,4
"9419",9817,"Require Assistance",236,8,367,983,2,3,6
"9420",368,"Getting Less Frequent",377,11,234,1079,3,7,7
"9421",20994,"Likely to be Loyal",856,10,87,967,8,5,6
"9422",2073,"New Ones",1045,9,41,882,10,4,5
"9423",32667,"Likely to be Loyal",598,13,166,1161,5,9,8
"9424",25899,"Others",710,16,142,1498,6,10,10
"9425",20190,"Loyal",1078,11,10,1166,10,7,8
"9426",12620,"Loyal",1079,11,45,1266,10,7,9
"9427",3658,"Likely to be Loyal",585,12,167,901,5,8,5
"9428",38409,"New Ones",1043,9,39,683,10,4,3
"9429",25437,"Require Assistance",432,8,191,637,4,3,2
"9430",9788,"Others",710,15,140,1730,6,10,10
"9431",15485,"Require Assistance",334,8,239,824,3,3,4
"9432",3955,"Likely to be Loyal",688,12,147,1219,6,8,8
"9433",15588,"Require Assistance",346,9,221,920,3,4,6
"9434",15894,"Likely to be Loyal",675,11,147,858,6,7,5
"9435",17210,"New Ones",843,9,78,705,8,4,3
"9436",11979,"New Ones",832,8,98,633,8,3,2
"9437",2113,"Likely to be Loyal",657,10,133,1081,6,5,7
"9438",5497,"Require Assistance",431,8,186,511,4,3,1
"9439",15264,"Others",609,15,160,1253,5,10,9
"9440",31528,"New Ones",612,6,145,567,6,1,2
"9441",21126,"Getting Less Frequent",112,6,502,602,1,1,2
"9442",1788,"First Grade",1099,13,28,1374,10,9,9
"9443",16565,"Require Assistance",532,8,153,601,5,3,2
"9444",2501,"New Ones",843,9,82,728,8,4,3
"9445",1095,"Require Assistance",146,9,418,955,1,4,6
"9446",16101,"New Ones",954,10,53,747,9,5,4
"9447",24987,"Likely to be Loyal",657,10,137,1064,6,5,7
"9448",7754,"Getting Less Frequent",137,8,399,1084,1,3,7
"9449",27427,"Require Assistance",123,7,446,706,1,2,3
"9450",19415,"New Ones",1075,11,15,836,10,7,5
"9451",25021,"Likely to be Loyal",699,13,133,1309,6,9,9
"9452",4759,"Getting Less Frequent",313,6,235,670,3,1,3
"9453",30403,"New Ones",633,8,132,728,6,3,3
"9454",28326,"Loyal",910,15,87,1611,8,10,10
"9455",13530,"Require Assistance",235,8,307,831,2,3,5
"9456",25738,"Require Assistance",336,8,243,916,3,3,6
"9457",19086,"Can't Lose Them",560,10,166,1424,5,5,10
"9458",21538,"Can't Lose Them",680,11,145,1413,6,7,10
"9459",37760,"Can't Lose Them",288,12,292,1168,2,8,8
"9460",35320,"Loyal",1079,11,31,1373,10,7,9
"9461",17231,"Can't Lose Them",389,12,215,1232,3,8,9
"9462",8116,"Getting Less Frequent",287,12,271,1005,2,8,7
"9463",13006,"Almost Out",111,4,438,354,1,1,1
"9464",11133,"Getting Less Frequent",112,6,428,594,1,1,2
"9465",5358,"Loyal",1088,12,18,1125,10,8,8
"9466",549,"Require Assistance",243,9,316,698,2,4,3
"9467",13022,"Require Assistance",144,9,400,797,1,4,4
"9468",9123,"Can't Lose Them",398,14,256,1125,3,9,8
"9469",8183,"New Ones",1056,10,34,1002,10,5,6
"9470",13476,"Loyal",1078,11,31,1131,10,7,8
"9471",19514,"Loyal",798,13,115,1175,7,9,8
"9472",25001,"Require Assistance",253,10,293,731,2,5,3
"9473",15183,"Getting Less Frequent",112,5,446,550,1,1,2
"9474",21483,"Almost Out",111,5,498,475,1,1,1
"9475",26509,"Others",512,5,154,551,5,1,2
"9476",22780,"Loyal",890,12,87,1609,8,8,10
"9477",21409,"Loyal",888,12,99,1174,8,8,8
"9478",17653,"Can't Lose Them",289,12,270,1302,2,8,9
"9479",11308,"New Ones",1044,9,3,795,10,4,4
"9480",17963,"Likely to be Loyal",655,10,140,841,6,5,5
"9481",11601,"Require Assistance",335,8,229,898,3,3,5
"9482",6861,"Require Assistance",135,8,475,890,1,3,5
"9483",17529,"New Ones",622,7,134,535,6,2,2
"9484",99,"Can't Lose Them",500,14,183,1609,4,9,10
"9485",20016,"Getting Less Frequent",247,9,372,1013,2,4,7
"9486",17632,"Require Assistance",522,7,161,591,5,2,2
"9487",31771,"New Ones",1024,7,2,768,10,2,4
"9488",39375,"New Ones",812,4,93,520,8,1,2
"9489",18926,"Others",574,11,159,769,5,7,4
"9490",19008,"Require Assistance",244,9,313,786,2,4,4
"9491",21708,"New Ones",634,8,128,786,6,3,4
"9492",26318,"Getting Less Frequent",357,10,220,1079,3,5,7
"9493",18303,"Getting Less Frequent",377,11,217,1085,3,7,7
"9494",18246,"First Grade",1010,17,74,1733,9,10,10
"9495",34600,"Require Assistance",452,10,209,547,4,5,2
"9496",16083,"New Ones",723,7,119,695,7,2,3
"9497",12882,"Require Assistance",323,7,246,694,3,2,3
"9498",17532,"New Ones",913,6,73,698,9,1,3
"9499",39815,"Loyal",1077,11,30,1061,10,7,7
"9500",31865,"Getting Less Frequent",213,5,317,686,2,1,3
"9501",15456,"Require Assistance",343,9,250,694,3,4,3
"9502",18904,"Require Assistance",255,10,337,893,2,5,5
"9503",14152,"Likely to be Loyal",679,11,143,1298,6,7,9
"9504",5689,"New Ones",745,9,123,869,7,4,5
"9505",7792,"New Ones",713,6,114,669,7,1,3
"9506",19267,"New Ones",1048,9,44,1108,10,4,8
"9507",31749,"Likely to be Loyal",677,11,143,1003,6,7,7
"9508",22953,"Getting Less Frequent",486,12,193,937,4,8,6
"9509",33915,"Loyal",979,11,64,1236,9,7,9
"9510",30466,"Getting Less Frequent",477,11,200,1027,4,7,7
"9511",13214,"Can't Lose Them",496,13,180,919,4,9,6
"9512",21738,"Require Assistance",545,9,165,887,5,4,5
"9513",12428,"Likely to be Loyal",685,12,131,886,6,8,5
"9514",17711,"Require Assistance",546,9,165,950,5,4,6
"9515",23150,"Can't Lose Them",478,11,199,1159,4,7,8
"9516",14085,"Loyal",1088,12,35,1138,10,8,8
"9517",7495,"New Ones",633,8,141,669,6,3,3
"9518",22864,"Require Assistance",344,9,254,747,3,4,4
"9519",37276,"Almost Out",311,3,246,397,3,1,1
"9520",38538,"Require Assistance",536,8,152,939,5,3,6
"9521",12374,"New Ones",1043,9,13,721,10,4,3
"9522",34703,"New Ones",914,6,55,746,9,1,4
"9523",14442,"Require Assistance",144,9,423,741,1,4,4
"9524",1580,"Require Assistance",231,8,307,404,2,3,1
"9525",23754,"New Ones",711,5,111,462,7,1,1
"9526",14397,"Loyal",800,14,102,1471,7,9,10
"9527",19605,"New Ones",643,9,145,733,6,4,3
"9528",2229,"Others",610,19,165,1722,5,10,10
"9529",33567,"Getting Less Frequent",374,11,246,813,3,7,4
"9530",15132,"Likely to be Loyal",955,10,71,852,9,5,5
"9531",39557,"First Grade",1110,16,46,1483,10,10,10
"9532",29242,"Almost Out",311,6,222,499,3,1,1
"9533",28327,"Likely to be Loyal",588,12,160,1213,5,8,8
"9534",37003,"Require Assistance",523,7,161,642,5,2,3
"9535",36345,"Others",511,4,164,368,5,1,1
"9536",22616,"Likely to be Loyal",757,10,120,1102,7,5,7
"9537",31901,"Almost Out",211,6,282,301,2,1,1
"9538",14404,"Loyal",1097,13,23,1004,10,9,7
"9539",39030,"Likely to be Loyal",599,14,173,1280,5,9,9
"9540",17875,"Require Assistance",246,9,319,1002,2,4,6
"9541",31963,"New Ones",833,8,101,675,8,3,3
"9542",38676,"Require Assistance",223,7,355,684,2,2,3
"9543",12502,"First Grade",1099,13,20,1355,10,9,9
"9544",6461,"New Ones",821,7,88,500,8,2,1
"9545",38730,"Require Assistance",133,8,429,693,1,3,3
"9546",38305,"Require Assistance",435,8,186,871,4,3,5
"9547",6988,"Getting Less Frequent",212,5,390,545,2,1,2
"9548",23326,"Getting Less Frequent",457,10,194,1015,4,5,7
"9549",5790,"Require Assistance",442,9,194,635,4,4,2
"9550",26004,"Getting Less Frequent",477,11,207,1027,4,7,7
"9551",29528,"Getting Less Frequent",112,5,439,531,1,1,2
"9552",7071,"Getting Less Frequent",115,6,519,892,1,1,5
"9553",25042,"Require Assistance",533,8,161,714,5,3,3
"9554",35800,"Loyal",799,13,118,1308,7,9,9
"9555",32159,"Require Assistance",324,7,216,787,3,2,4
"9556",17109,"New Ones",722,7,118,633,7,2,2
"9557",24123,"Others",527,7,176,1049,5,2,7
"9558",25814,"Require Assistance",444,9,203,807,4,4,4
"9559",17973,"New Ones",644,9,145,751,6,4,4
"9560",36390,"Can't Lose Them",399,14,247,1371,3,9,9
"9561",17382,"New Ones",932,8,53,578,9,3,2
"9562",34725,"Almost Out",111,5,560,378,1,1,1
"9563",13254,"Likely to be Loyal",598,14,162,1190,5,9,8
"9564",14875,"New Ones",736,8,120,921,7,3,6
"9565",26058,"Getting Less Frequent",475,11,198,860,4,7,5
"9566",35071,"Require Assistance",342,9,237,632,3,4,2
"9567",23110,"New Ones",1012,6,45,515,10,1,2
"9568",37382,"Loyal",890,12,98,1719,8,8,10
"9569",35992,"Likely to be Loyal",689,12,127,1304,6,8,9
"9570",5972,"Require Assistance",522,7,163,569,5,2,2
"9571",2795,"Can't Lose Them",388,12,223,1167,3,8,8
"9572",10752,"Likely to be Loyal",856,10,92,923,8,5,6
"9573",7210,"New Ones",823,7,96,712,8,2,3
"9574",30745,"New Ones",733,8,110,656,7,3,3
"9575",32343,"New Ones",647,9,131,1065,6,4,7
"9576",4533,"Getting Less Frequent",476,11,198,934,4,7,6
"9577",29382,"First Grade",999,13,66,1318,9,9,9
"9578",26033,"Loyal",889,12,94,1267,8,8,9
"9579",14109,"New Ones",954,10,76,779,9,5,4
"9580",37680,"Likely to be Loyal",688,12,129,1148,6,8,8
"9581",38550,"Require Assistance",335,8,223,841,3,3,5
"9582",10397,"Loyal",907,15,81,1086,8,10,7
"9583",9317,"Getting Less Frequent",175,11,414,908,1,7,5
"9584",13449,"Loyal",1097,14,16,1008,10,9,7
"9585",37558,"Require Assistance",244,9,363,751,2,4,4
"9586",33717,"Require Assistance",244,9,374,803,2,4,4
"9587",19835,"Almost Out",411,4,180,286,4,1,1
"9588",1211,"Can't Lose Them",488,12,187,1121,4,8,8
"9589",34456,"Require Assistance",253,10,357,711,2,5,3
"9590",24263,"New Ones",772,11,113,518,7,7,2
"9591",33990,"Loyal",1108,15,2,1203,10,10,8
"9592",22153,"Loyal",900,13,92,1493,8,9,10
"9593",16395,"Can't Lose Them",299,13,376,1304,2,9,9
"9594",34067,"New Ones",822,7,99,615,8,2,2
"9595",36438,"Loyal",990,12,65,1508,9,8,10
"9596",37805,"New Ones",1055,10,13,860,10,5,5
"9597",29206,"Getting Less Frequent",312,6,251,585,3,1,2
"9598",11935,"Loyal",878,11,98,1124,8,7,8
"9599",16153,"Loyal",1087,12,8,1007,10,8,7
"9600",35354,"Likely to be Loyal",556,10,159,916,5,5,6
"9601",1527,"Almost Out",111,2,653,170,1,1,1
"9602",11196,"Likely to be Loyal",597,13,176,1068,5,9,7
"9603",7361,"Can't Lose Them",600,13,173,1420,5,9,10
"9604",36624,"Getting Less Frequent",313,6,239,727,3,1,3
"9605",36034,"Almost Out",111,4,507,281,1,1,1
"9606",18999,"New Ones",854,10,98,782,8,5,4
"9607",5600,"Require Assistance",245,9,318,894,2,4,5
"9608",3840,"Likely to be Loyal",875,11,101,843,8,7,5
"9609",12452,"New Ones",711,5,102,319,7,1,1
"9610",28004,"Can't Lose Them",488,12,209,1167,4,8,8
"9611",37578,"New Ones",932,8,50,615,9,3,2
"9612",16402,"New Ones",934,8,59,742,9,3,4
"9613",15387,"Can't Lose Them",600,13,154,1420,5,9,10
"9614",8222,"Likely to be Loyal",786,12,105,920,7,8,6
"9615",29830,"Require Assistance",445,9,196,830,4,4,5
"9616",3680,"Getting Less Frequent",212,5,350,521,2,1,2
