"","customer_id","recency_days","transaction_count","amount","recency_score","frequency_score","monetary_score","rfm_score"
"5467",18878,178,6,679,4,1,3,413
"5468",33081,118,9,632,7,4,2,742
"5469",37322,225,12,1183,3,8,8,388
"5470",6992,306,4,533,2,1,2,212
"5471",32689,277,8,862,2,3,5,235
"5472",6676,189,14,1471,4,9,10,500
"5473",22173,69,7,574,9,2,2,922
"5474",13149,127,12,1012,6,8,7,687
"5475",17552,132,7,453,6,2,1,621
"5476",17283,138,9,1076,6,4,7,647
"5477",1909,128,13,1201,6,9,8,698
"5478",19806,68,9,843,9,4,5,945
"5479",5647,84,8,1107,8,3,8,838
"5480",21989,538,4,713,1,1,3,113
"5481",26997,226,13,1484,3,9,10,400
"5482",16921,48,11,1325,9,7,9,979
"5483",22995,193,8,722,4,3,3,433
"5484",28511,127,6,402,6,1,1,611
"5485",39853,139,11,681,6,7,3,673
"5486",3633,236,10,642,3,5,3,353
"5487",18430,101,14,1396,8,9,9,899
"5488",30603,156,13,812,5,9,4,594
"5489",23465,96,23,2077,8,10,10,910
"5490",11222,130,16,1294,6,10,9,709
"5491",28736,30,12,1138,10,8,8,1088
"5492",16230,144,8,765,6,3,4,634
"5493",39655,377,13,925,2,9,6,296
"5494",23333,123,7,682,7,2,3,723
"5495",22283,230,11,1291,3,7,9,379
"5496",9783,138,13,1222,6,9,8,698
"5497",30542,293,7,554,2,2,2,222
"5498",35153,347,5,390,2,1,1,211
"5499",20579,158,12,923,5,8,6,586
"5500",8561,164,6,603,5,1,2,512
"5501",39314,29,9,534,10,4,2,1042
"5502",26982,120,12,1088,7,8,7,787
"5503",38533,106,9,573,7,4,2,742
"5504",20097,590,9,900,1,4,5,145
"5505",20392,298,6,624,2,1,2,212
"5506",2234,433,8,951,1,3,6,136
"5507",21096,481,5,461,1,1,1,111
"5508",1197,133,17,1705,6,10,10,710
"5509",39721,125,9,971,7,4,6,746
"5510",34417,140,12,1306,6,8,9,689
"5511",19993,185,4,569,4,1,2,412
"5512",32040,88,7,696,8,2,3,823
"5513",7424,33,11,976,10,7,6,1076
"5514",17404,63,12,1355,9,8,9,989
"5515",39502,210,12,945,4,8,6,486
"5516",30064,110,13,1670,7,9,10,800
"5517",32729,111,16,1424,7,10,10,810
"5518",20664,103,6,503,7,1,1,711
"5519",5035,126,18,1695,6,10,10,710
"5520",13460,161,14,1524,5,9,10,600
"5521",10524,269,13,1338,2,9,9,299
"5522",21657,74,9,755,9,4,4,944
"5523",18518,168,7,912,5,2,5,525
"5524",1716,120,6,616,7,1,2,712
"5525",36928,54,10,1027,9,5,7,957
"5526",11812,369,9,963,2,4,6,246
"5527",6440,228,9,713,3,4,3,343
"5528",20384,485,4,573,1,1,2,112
"5529",18040,144,11,1063,6,7,7,677
"5530",29400,123,8,504,7,3,1,731
"5531",15552,168,11,1079,5,7,7,577
"5532",27320,188,7,802,4,2,4,424
"5533",12190,186,15,1083,4,10,7,507
"5534",13229,137,9,879,6,4,5,645
"5535",21609,487,3,291,1,1,1,111
"5536",15428,132,12,1218,6,8,8,688
"5537",2767,253,12,1195,3,8,8,388
"5538",3022,261,9,1139,3,4,8,348
"5539",22370,111,7,837,7,2,5,725
"5540",24600,3,11,1086,10,7,7,1077
"5541",22217,491,8,682,1,3,3,133
"5542",30661,462,9,1016,1,4,7,147
"5543",8224,274,5,370,2,1,1,211
"5544",6746,225,6,630,3,1,2,312
"5545",1554,420,8,746,1,3,4,134
"5546",19366,124,13,1705,7,9,10,800
"5547",36724,121,5,487,7,1,1,711
"5548",11858,352,10,762,2,5,4,254
"5549",8505,58,11,1132,9,7,8,978
"5550",9134,225,11,1139,3,7,8,378
"5551",15758,236,8,818,3,3,4,334
"5552",27901,95,7,676,8,2,3,823
"5553",10343,235,12,1324,3,8,9,389
"5554",5869,115,8,534,7,3,2,732
"5555",2337,302,4,118,2,1,1,211
"5556",7968,39,12,1435,10,8,10,1090
"5557",39005,3,10,1154,10,5,8,1058
"5558",34440,210,18,1420,4,10,10,510
"5559",21147,100,7,553,8,2,2,822
"5560",21258,301,7,702,2,2,3,223
"5561",6289,309,9,984,2,4,6,246
"5562",9279,268,10,1260,2,5,9,259
"5563",3541,78,11,1171,8,7,8,878
"5564",8905,110,15,2149,7,10,10,810
"5565",16847,250,8,856,3,3,5,335
"5566",16241,94,9,612,8,4,2,842
"5567",6770,136,15,1469,6,10,10,710
"5568",39074,26,12,1226,10,8,9,1089
"5569",37361,419,10,946,1,5,6,156
"5570",33174,153,12,774,5,8,4,584
"5571",8524,72,10,638,9,5,2,952
"5572",6323,81,10,930,8,5,6,856
"5573",11080,439,4,461,1,1,1,111
"5574",23506,7,5,414,10,1,1,1011
"5575",37853,97,9,660,8,4,3,843
"5576",4598,51,10,1070,9,5,7,957
"5577",4012,460,6,820,1,1,4,114
"5578",7649,6,8,708,10,3,3,1033
"5579",20104,322,10,1082,2,5,7,257
"5580",26238,67,7,718,9,2,3,923
"5581",4735,328,5,331,2,1,1,211
"5582",34045,530,8,634,1,3,2,132
"5583",24943,109,12,1358,7,8,9,789
"5584",30440,276,10,844,2,5,5,255
"5585",29516,531,8,943,1,3,6,136
"5586",3957,240,6,460,3,1,1,311
"5587",6066,179,9,468,4,4,1,441
"5588",32219,99,12,1324,8,8,9,889
"5589",10941,131,11,1393,6,7,9,679
"5590",7922,42,6,608,10,1,2,1012
"5591",27523,133,15,1703,6,10,10,710
"5592",13367,102,10,746,7,5,4,754
"5593",9548,88,9,768,8,4,4,844
"5594",16500,171,11,1278,5,7,9,579
"5595",29563,328,10,792,2,5,4,254
"5596",31163,121,6,570,7,1,2,712
"5597",7723,7,11,1259,10,7,9,1079
"5598",2329,58,11,1123,9,7,8,978
"5599",4743,66,10,732,9,5,3,953
"5600",36218,68,9,495,9,4,1,941
"5601",4112,91,13,1221,8,9,8,898
"5602",36497,246,7,624,3,2,2,322
"5603",8959,117,13,1095,7,9,7,797
"5604",15735,96,9,907,8,4,5,845
"5605",2692,122,13,1046,7,9,7,797
"5606",25609,92,9,986,8,4,6,846
"5607",39360,121,12,1568,7,8,10,790
"5608",24996,34,15,1691,10,10,10,1110
"5609",36298,56,12,1524,9,8,10,990
"5610",22094,161,9,853,5,4,5,545
"5611",3761,431,11,1248,1,7,9,179
"5612",11277,57,7,512,9,2,1,921
"5613",7494,60,7,511,9,2,1,921
"5614",33900,208,7,669,4,2,3,423
"5615",30108,128,7,812,6,2,4,624
"5616",21709,364,7,651,2,2,3,223
"5617",20084,260,11,1492,3,7,10,380
"5618",6914,185,9,930,4,4,6,446
"5619",37452,188,11,804,4,7,4,474
"5620",22477,70,16,1588,9,10,10,1010
"5621",20517,351,13,1678,2,9,10,300
"5622",27595,131,8,714,6,3,3,633
"5623",5802,45,16,1909,10,10,10,1110
"5624",18701,160,10,905,5,5,5,555
"5625",38778,396,7,533,1,2,2,122
"5626",39287,94,8,769,8,3,4,834
"5627",32619,226,8,763,3,3,4,334
"5628",29146,328,9,983,2,4,6,246
"5629",24427,478,8,773,1,3,4,134
"5630",39979,56,7,473,9,2,1,921
"5631",37546,67,8,821,9,3,4,934
"5632",23363,165,10,963,5,5,6,556
"5633",27070,205,13,1240,4,9,9,499
"5634",38271,336,7,1014,2,2,7,227
"5635",678,81,10,1178,8,5,8,858
"5636",24698,135,9,980,6,4,6,646
"5637",7623,193,10,1023,4,5,7,457
"5638",3388,45,14,1642,10,9,10,1100
"5639",10902,167,14,1451,5,9,10,600
"5640",37722,161,9,722,5,4,3,543
"5641",6260,346,11,880,2,7,5,275
"5642",22903,191,7,930,4,2,6,426
"5643",37151,198,8,683,4,3,3,433
"5644",14822,171,6,494,5,1,1,511
"5645",934,435,11,716,1,7,3,173
"5646",28849,84,7,569,8,2,2,822
"5647",23165,73,12,755,9,8,4,984
"5648",8035,67,5,541,9,1,2,912
"5649",13008,206,13,1347,4,9,9,499
"5650",16061,316,8,683,2,3,3,233
"5651",34432,510,7,999,1,2,6,126
"5652",10256,231,10,1008,3,5,7,357
"5653",4020,222,9,923,3,4,6,346
"5654",28834,38,17,1716,10,10,10,1110
"5655",21418,388,7,522,2,2,2,222
"5656",24674,134,8,645,6,3,3,633
"5657",13384,53,12,1015,9,8,7,987
"5658",11055,41,10,920,10,5,6,1056
"5659",11720,79,5,636,8,1,2,812
"5660",39640,409,12,1432,1,8,10,190
"5661",16708,204,6,686,4,1,3,413
"5662",18628,14,9,1212,10,4,8,1048
"5663",26732,587,3,492,1,1,1,111
"5664",29519,148,11,924,6,7,6,676
"5665",28092,145,11,741,6,7,4,674
"5666",11411,201,10,1265,4,5,9,459
"5667",35803,70,11,956,9,7,6,976
"5668",31008,292,7,609,2,2,2,222
"5669",28681,163,7,639,5,2,2,522
"5670",33078,68,10,1288,9,5,9,959
"5671",26158,216,9,1021,3,4,7,347
"5672",30356,61,13,867,9,9,5,995
"5673",31801,195,8,812,4,3,4,434
"5674",10684,255,12,649,3,8,3,383
"5675",33809,94,9,852,8,4,5,845
"5676",11681,95,9,940,8,4,6,846
"5677",21705,140,13,1350,6,9,9,699
"5678",23216,34,9,1021,10,4,7,1047
"5679",25096,186,13,1109,4,9,8,498
"5680",21439,65,18,1651,9,10,10,1010
"5681",29384,123,15,1346,7,10,9,809
"5682",33689,180,6,300,4,1,1,411
"5683",16662,75,15,1651,9,10,10,1010
"5684",17541,75,12,976,9,8,6,986
"5685",29227,548,5,322,1,1,1,111
"5686",34664,384,8,1000,2,3,6,236
"5687",3073,305,10,511,2,5,1,251
"5688",8419,7,10,985,10,5,6,1056
"5689",18493,264,8,562,3,3,2,332
"5690",14357,191,9,725,4,4,3,443
"5691",21522,141,10,1227,6,5,9,659
"5692",30335,289,8,707,2,3,3,233
"5693",8920,555,4,307,1,1,1,111
"5694",3163,88,12,960,8,8,6,886
"5695",13680,351,10,1015,2,5,7,257
"5696",2579,193,11,1016,4,7,7,477
"5697",14656,104,5,558,7,1,2,712
"5698",2441,200,10,989,4,5,6,456
"5699",35384,372,10,1208,2,5,8,258
"5700",17934,28,11,1032,10,7,7,1077
"5701",27331,104,9,857,7,4,5,745
"5702",6106,51,15,955,9,10,6,1006
"5703",1997,121,12,1019,7,8,7,787
"5704",38904,83,9,1006,8,4,7,847
"5705",39530,71,11,749,9,7,4,974
"5706",22855,198,8,958,4,3,6,436
"5707",6780,76,15,1413,9,10,10,1010
"5708",6093,208,9,892,4,4,5,445
"5709",13231,249,5,488,3,1,1,311
"5710",34041,286,9,804,2,4,4,244
"5711",32019,56,7,650,9,2,3,923
"5712",31876,323,8,666,2,3,3,233
"5713",31715,14,10,642,10,5,3,1053
"5714",38005,134,15,956,6,10,6,706
"5715",14377,163,6,666,5,1,3,513
"5716",15816,32,7,617,10,2,2,1022
"5717",12723,136,10,600,6,5,2,652
"5718",16859,200,14,1615,4,9,10,500
"5719",12892,86,5,424,8,1,1,811
"5720",2366,108,6,805,7,1,4,714
"5721",11216,210,7,801,4,2,4,424
"5722",3047,99,11,1036,8,7,7,877
"5723",32315,87,13,1210,8,9,8,898
"5724",26219,420,9,735,1,4,3,143
"5725",7885,208,11,778,4,7,4,474
"5726",35506,90,17,1435,8,10,10,910
"5727",29582,428,8,1039,1,3,7,137
"5728",10940,61,15,1439,9,10,10,1010
"5729",14597,9,10,1040,10,5,7,1057
"5730",18389,474,1,52,1,1,1,111
"5731",25742,152,8,766,5,3,4,534
"5732",18852,106,10,831,7,5,5,755
"5733",15504,482,7,425,1,2,1,121
"5734",39441,368,3,163,2,1,1,211
"5735",37183,155,14,1517,5,9,10,600
"5736",15339,188,7,701,4,2,3,423
"5737",12514,81,8,918,8,3,6,836
"5738",26442,216,9,700,3,4,3,343
"5739",31555,46,14,1720,10,9,10,1100
"5740",27864,345,9,812,2,4,4,244
"5741",29692,92,9,777,8,4,4,844
"5742",11871,10,15,1438,10,10,10,1110
"5743",9510,344,14,1271,2,9,9,299
"5744",17960,159,5,529,5,1,2,512
"5745",31726,109,8,850,7,3,5,735
"5746",24915,163,10,482,5,5,1,551
"5747",26008,212,6,451,3,1,1,311
"5748",31737,293,9,870,2,4,5,245
"5749",38399,172,9,947,5,4,6,546
"5750",14011,465,6,347,1,1,1,111
"5751",4061,33,8,655,10,3,3,1033
"5752",33251,124,9,926,7,4,6,746
"5753",2034,165,11,1226,5,7,9,579
"5754",27874,530,10,848,1,5,5,155
"5755",13783,127,9,635,6,4,2,642
"5756",34869,98,5,702,8,1,3,813
"5757",26427,178,10,1482,4,5,10,460
"5758",17460,497,8,760,1,3,4,134
"5759",35309,100,9,1006,8,4,7,847
"5760",34729,142,9,773,6,4,4,644
"5761",19828,199,8,783,4,3,4,434
"5762",1037,116,8,630,7,3,2,732
"5763",12146,97,7,886,8,2,5,825
"5764",20108,268,6,627,2,1,2,212
"5765",28486,98,9,942,8,4,6,846
"5766",2239,123,12,1366,7,8,9,789
"5767",985,126,11,1150,6,7,8,678
"5768",12838,91,8,781,8,3,4,834
"5769",38704,37,6,323,10,1,1,1011
"5770",21864,224,6,351,3,1,1,311
"5771",10803,236,12,1482,3,8,10,390
"5772",39654,237,12,1567,3,8,10,390
"5773",26885,263,9,1042,3,4,7,347
"5774",1981,270,7,732,2,2,3,223
"5775",1887,105,12,1134,7,8,8,788
"5776",36459,115,6,568,7,1,2,712
"5777",13720,209,12,969,4,8,6,486
"5778",37140,133,9,759,6,4,4,644
"5779",18997,245,8,1021,3,3,7,337
"5780",8245,255,10,1218,3,5,8,358
"5781",23859,439,15,1480,1,10,10,210
"5782",36167,145,6,858,6,1,5,615
"5783",8456,334,13,1166,2,9,8,298
"5784",20541,233,6,526,3,1,2,312
"5785",16234,53,15,989,9,10,6,1006
"5786",7521,159,6,621,5,1,2,512
"5787",39683,336,3,295,2,1,1,211
"5788",4077,213,8,766,3,3,4,334
"5789",36527,459,7,703,1,2,3,123
"5790",27927,111,10,750,7,5,4,754
"5791",35727,52,11,1017,9,7,7,977
"5792",11039,534,8,778,1,3,4,134
"5793",20111,185,5,410,4,1,1,411
"5794",32300,193,5,309,4,1,1,411
"5795",11821,392,9,590,2,4,2,242
"5796",12862,127,12,1040,6,8,7,687
"5797",1738,45,6,711,10,1,3,1013
"5798",18899,22,9,695,10,4,3,1043
"5799",842,186,9,956,4,4,6,446
"5800",33470,39,13,1182,10,9,8,1098
"5801",21037,66,11,1281,9,7,9,979
"5802",3000,120,15,945,7,10,6,806
"5803",1707,181,8,618,4,3,2,432
"5804",16099,87,11,923,8,7,6,876
"5805",33312,434,10,434,1,5,1,151
"5806",29361,93,16,1277,8,10,9,909
"5807",19133,113,9,694,7,4,3,743
"5808",1617,457,8,1016,1,3,7,137
"5809",35259,193,9,793,4,4,4,444
"5810",23192,26,9,897,10,4,5,1045
"5811",25972,92,9,1064,8,4,7,847
"5812",12553,152,9,908,5,4,5,545
"5813",1324,111,6,527,7,1,2,712
"5814",8253,98,10,826,8,5,4,854
"5815",27548,118,6,315,7,1,1,711
"5816",31730,189,10,699,4,5,3,453
"5817",25835,629,5,414,1,1,1,111
"5818",4462,567,5,524,1,1,2,112
"5819",35582,427,7,646,1,2,3,123
"5820",12046,258,11,918,3,7,6,376
"5821",35461,82,12,895,8,8,5,885
"5822",5555,128,10,858,6,5,5,655
"5823",20646,467,7,1016,1,2,7,127
"5824",33131,179,11,1359,4,7,9,479
"5825",28257,129,7,920,6,2,6,626
"5826",37175,5,7,730,10,2,3,1023
"5827",14501,196,12,1188,4,8,8,488
"5828",8627,141,11,1252,6,7,9,679
"5829",36559,74,8,835,9,3,5,935
"5830",23848,143,8,886,6,3,5,635
"5831",32919,150,9,973,5,4,6,546
"5832",29952,95,5,365,8,1,1,811
"5833",23988,85,14,1435,8,9,10,900
"5834",26592,176,11,1139,5,7,8,578
"5835",6227,227,15,1394,3,10,9,409
"5836",25329,85,12,1227,8,8,9,889
"5837",13890,455,8,647,1,3,3,133
"5838",29315,92,15,1018,8,10,7,907
"5839",32196,165,19,1486,5,10,10,610
"5840",5608,293,15,1128,2,10,8,308
"5841",25082,115,9,1028,7,4,7,747
"5842",36949,115,15,1510,7,10,10,810
"5843",25855,144,16,1444,6,10,10,710
"5844",475,170,13,1388,5,9,9,599
"5845",12832,112,10,857,7,5,5,755
"5846",13841,74,8,756,9,3,4,934
"5847",39768,265,12,1183,3,8,8,388
"5848",23760,87,7,568,8,2,2,822
"5849",24544,142,14,1322,6,9,9,699
"5850",6406,213,13,1375,3,9,9,399
"5851",29696,148,6,445,6,1,1,611
"5852",27624,50,11,1059,9,7,7,977
"5853",280,314,7,679,2,2,3,223
"5854",16167,111,7,843,7,2,5,725
"5855",15134,86,11,1271,8,7,9,879
"5856",28299,238,8,940,3,3,6,336
"5857",15244,77,12,1184,8,8,8,888
"5858",24958,496,5,400,1,1,1,111
"5859",9034,168,17,1670,5,10,10,610
"5860",20427,257,9,777,3,4,4,344
"5861",28471,245,10,951,3,5,6,356
"5862",5945,144,8,693,6,3,3,633
"5863",21151,375,12,993,2,8,6,286
"5864",26960,197,10,1207,4,5,8,458
"5865",37961,135,11,877,6,7,5,675
"5866",19846,119,8,808,7,3,4,734
"5867",35888,147,19,1908,6,10,10,710
"5868",37317,145,13,1045,6,9,7,697
"5869",39169,126,7,710,6,2,3,623
"5870",37678,12,10,1120,10,5,8,1058
"5871",3551,81,12,1285,8,8,9,889
"5872",21980,204,12,893,4,8,5,485
"5873",13774,454,10,828,1,5,5,155
"5874",1079,272,8,539,2,3,2,232
"5875",18462,188,12,1026,4,8,7,487
"5876",12680,206,10,748,4,5,4,454
"5877",26973,474,12,886,1,8,5,185
"5878",38464,61,13,1497,9,9,10,1000
"5879",33406,192,13,1378,4,9,9,499
"5880",15927,189,10,545,4,5,2,452
"5881",21188,164,19,1860,5,10,10,610
"5882",31001,173,6,368,5,1,1,511
"5883",18755,203,7,580,4,2,2,422
"5884",553,60,11,1427,9,7,10,980
"5885",2456,169,11,958,5,7,6,576
"5886",3798,521,8,783,1,3,4,134
"5887",16632,118,10,996,7,5,6,756
"5888",37067,126,11,1144,6,7,8,678
"5889",24848,97,11,1195,8,7,8,878
"5890",13235,145,11,964,6,7,6,676
"5891",38367,178,13,1316,4,9,9,499
"5892",19130,173,10,747,5,5,4,554
"5893",18423,295,8,575,2,3,2,232
"5894",37893,223,13,1339,3,9,9,399
"5895",37601,171,7,878,5,2,5,525
"5896",20943,252,16,1845,3,10,10,410
"5897",6117,37,12,1080,10,8,7,1087
"5898",38176,121,8,881,7,3,5,735
"5899",20197,47,14,1390,9,9,9,999
"5900",2161,105,11,1356,7,7,9,779
"5901",5874,459,8,899,1,3,5,135
"5902",14521,252,7,685,3,2,3,323
"5903",10268,148,12,1065,6,8,7,687
"5904",4802,259,16,1645,3,10,10,410
"5905",21643,131,17,1427,6,10,10,710
"5906",10944,105,12,1334,7,8,9,789
"5907",10898,169,5,438,5,1,1,511
"5908",3134,103,11,926,7,7,6,776
"5909",33088,40,14,1154,10,9,8,1098
"5910",24914,281,8,912,2,3,5,235
"5911",22863,118,7,734,7,2,3,723
"5912",14230,213,8,561,3,3,2,332
"5913",27199,105,9,1092,7,4,7,747
"5914",4063,76,9,873,9,4,5,945
"5915",34083,180,11,1371,4,7,9,479
"5916",33228,435,5,640,1,1,2,112
"5917",24742,287,6,667,2,1,3,213
"5918",12869,517,9,990,1,4,6,146
"5919",2032,6,8,728,10,3,3,1033
"5920",743,166,8,604,5,3,2,532
"5921",8464,211,10,1242,3,5,9,359
"5922",5055,459,6,619,1,1,2,112
"5923",30934,120,12,1173,7,8,8,788
"5924",10425,160,9,483,5,4,1,541
"5925",8935,343,9,672,2,4,3,243
"5926",18626,30,9,911,10,4,5,1045
"5927",30737,461,5,338,1,1,1,111
"5928",25024,187,6,667,4,1,3,413
"5929",8327,276,15,1792,2,10,10,310
"5930",34638,84,12,1093,8,8,7,887
"5931",28079,140,12,962,6,8,6,686
"5932",1610,93,6,672,8,1,3,813
"5933",36528,156,7,829,5,2,5,525
"5934",25248,147,10,871,6,5,5,655
"5935",21040,128,13,1257,6,9,9,699
"5936",5799,173,13,1272,5,9,9,599
"5937",28266,203,13,1146,4,9,8,498
"5938",4715,44,17,1793,10,10,10,1110
"5939",29764,99,12,1239,8,8,9,889
"5940",19359,542,4,525,1,1,2,112
"5941",35977,180,15,1358,4,10,9,509
"5942",27083,28,18,1851,10,10,10,1110
"5943",26773,58,10,909,9,5,5,955
"5944",20177,170,12,1202,5,8,8,588
"5945",20550,125,11,1171,7,7,8,778
"5946",11292,103,13,1057,7,9,7,797
"5947",38875,96,13,1090,8,9,7,897
"5948",6522,403,11,973,1,7,6,176
"5949",9052,148,11,1130,6,7,8,678
"5950",15030,226,7,431,3,2,1,321
"5951",14712,248,12,1018,3,8,7,387
"5952",21076,157,7,475,5,2,1,521
"5953",4400,210,11,1231,4,7,9,479
"5954",5599,103,13,974,7,9,6,796
"5955",14530,42,14,1573,10,9,10,1100
"5956",24635,429,9,843,1,4,5,145
"5957",22948,116,15,1516,7,10,10,810
"5958",25688,283,12,848,2,8,5,285
"5959",18892,226,5,594,3,1,2,312
"5960",20981,179,5,549,4,1,2,412
"5961",11855,114,11,771,7,7,4,774
"5962",16150,227,9,848,3,4,5,345
"5963",506,144,14,1559,6,9,10,700
"5964",5733,228,17,2166,3,10,10,410
"5965",28348,156,16,1843,5,10,10,610
"5966",9931,144,7,935,6,2,6,626
"5967",21051,25,13,1056,10,9,7,1097
"5968",35663,45,4,450,10,1,1,1011
"5969",23518,113,8,983,7,3,6,736
"5970",39621,252,9,1037,3,4,7,347
"5971",38669,335,10,845,2,5,5,255
"5972",31177,132,11,904,6,7,5,675
"5973",8106,132,11,946,6,7,6,676
"5974",5670,105,12,1310,7,8,9,789
"5975",3770,106,12,1187,7,8,8,788
"5976",8603,30,10,797,10,5,4,1054
"5977",9037,229,9,685,3,4,3,343
"5978",38033,358,8,541,2,3,2,232
"5979",921,175,18,1954,5,10,10,610
"5980",10680,234,6,506,3,1,1,311
"5981",21727,93,4,413,8,1,1,811
"5982",20165,203,6,814,4,1,4,414
"5983",22029,169,11,1096,5,7,7,577
"5984",38719,106,7,757,7,2,4,724
"5985",3378,494,12,1243,1,8,9,189
"5986",35321,72,9,1091,9,4,7,947
"5987",14976,135,7,429,6,2,1,621
"5988",20964,160,4,433,5,1,1,511
"5989",36066,150,13,1068,5,9,7,597
"5990",34318,89,10,787,8,5,4,854
"5991",15443,109,10,714,7,5,3,753
"5992",12214,112,11,908,7,7,5,775
"5993",6314,85,7,563,8,2,2,822
"5994",33103,436,14,1735,1,9,10,200
"5995",28069,208,12,1055,4,8,7,487
"5996",8042,167,12,681,5,8,3,583
"5997",38182,133,7,483,6,2,1,621
"5998",7227,18,9,519,10,4,2,1042
"5999",3564,239,5,401,3,1,1,311
"6000",25316,114,8,652,7,3,3,733
"6001",37221,269,11,1001,2,7,6,276
"6002",38722,41,16,1092,10,10,7,1107
"6003",14452,381,6,930,2,1,6,216
"6004",27196,272,7,624,2,2,2,222
"6005",36333,534,5,425,1,1,1,111
"6006",37598,164,12,1066,5,8,7,587
"6007",30402,141,8,870,6,3,5,635
"6008",35061,538,5,718,1,1,3,113
"6009",25084,514,11,981,1,7,6,176
"6010",17534,196,6,509,4,1,1,411
"6011",32662,64,10,1019,9,5,7,957
"6012",28322,420,13,827,1,9,5,195
"6013",2135,470,11,1084,1,7,7,177
"6014",37401,209,8,728,4,3,3,433
"6015",25044,61,8,544,9,3,2,932
"6016",19864,70,11,1005,9,7,7,977
"6017",17712,98,10,972,8,5,6,856
"6018",23301,439,7,380,1,2,1,121
"6019",22271,68,7,866,9,2,5,925
"6020",33153,696,3,303,1,1,1,111
"6021",535,123,9,685,7,4,3,743
"6022",11883,226,13,978,3,9,6,396
"6023",37027,181,10,970,4,5,6,456
"6024",28055,489,9,848,1,4,5,145
"6025",7509,144,12,764,6,8,4,684
"6026",9064,267,6,519,2,1,2,212
"6027",24182,191,10,980,4,5,6,456
"6028",13512,116,10,801,7,5,4,754
"6029",23698,322,7,839,2,2,5,225
"6030",38689,85,8,780,8,3,4,834
"6031",13479,89,16,1564,8,10,10,910
"6032",37250,347,10,928,2,5,6,256
"6033",3355,212,5,507,3,1,1,311
"6034",31076,231,7,649,3,2,3,323
"6035",6632,132,14,1366,6,9,9,699
"6036",11136,393,6,600,2,1,2,212
"6037",14340,144,9,845,6,4,5,645
"6038",7422,136,13,1355,6,9,9,699
"6039",25049,132,12,1321,6,8,9,689
"6040",8687,26,11,1053,10,7,7,1077
"6041",22673,123,10,1031,7,5,7,757
"6042",20336,138,10,963,6,5,6,656
"6043",8827,214,11,1261,3,7,9,379
"6044",34648,19,14,1538,10,9,10,1100
"6045",39876,322,11,1259,2,7,9,279
"6046",18025,302,8,1209,2,3,8,238
"6047",20164,281,6,591,2,1,2,212
"6048",25728,134,7,612,6,2,2,622
"6049",6919,89,14,1456,8,9,10,900
"6050",31999,354,12,1233,2,8,9,289
"6051",18135,353,11,976,2,7,6,276
"6052",1481,18,5,481,10,1,1,1011
"6053",4430,58,9,908,9,4,5,945
"6054",39220,526,8,874,1,3,5,135
"6055",4797,144,8,880,6,3,5,635
"6056",20744,136,8,882,6,3,5,635
"6057",643,155,12,1084,5,8,7,587
"6058",31745,146,8,868,6,3,5,635
"6059",17609,295,11,881,2,7,5,275
"6060",38648,500,8,672,1,3,3,133
"6061",38493,329,13,1206,2,9,8,298
"6062",39155,434,8,430,1,3,1,131
"6063",11745,148,8,862,6,3,5,635
"6064",33300,150,10,1195,5,5,8,558
"6065",3433,199,10,875,4,5,5,455
"6066",26126,232,13,1207,3,9,8,398
"6067",30488,299,13,1124,2,9,8,298
"6068",17386,295,10,1099,2,5,7,257
"6069",22713,54,15,1811,9,10,10,1010
"6070",35779,262,5,521,3,1,2,312
"6071",18448,135,10,786,6,5,4,654
"6072",8271,374,5,386,2,1,1,211
"6073",22745,184,13,1215,4,9,8,498
"6074",23555,408,4,558,1,1,2,112
"6075",2461,117,3,316,7,1,1,711
"6076",6104,259,7,805,3,2,4,324
"6077",27418,48,13,1298,9,9,9,999
"6078",25205,487,5,505,1,1,1,111
"6079",10427,495,7,578,1,2,2,122
"6080",15973,290,9,757,2,4,4,244
"6081",37777,58,12,1128,9,8,8,988
"6082",22018,49,8,674,9,3,3,933
"6083",17890,152,11,1277,5,7,9,579
"6084",25204,223,9,913,3,4,5,345
"6085",11014,170,7,621,5,2,2,522
"6086",428,133,11,1258,6,7,9,679
"6087",35864,139,7,604,6,2,2,622
"6088",20613,89,10,1066,8,5,7,857
"6089",15117,395,5,449,1,1,1,111
"6090",1779,190,11,570,4,7,2,472
"6091",36584,59,8,673,9,3,3,933
"6092",37635,130,15,1313,6,10,9,709
"6093",38153,274,9,976,2,4,6,246
"6094",21065,87,6,416,8,1,1,811
"6095",17054,491,12,1322,1,8,9,189
"6096",20611,158,10,1176,5,5,8,558
"6097",779,252,7,828,3,2,5,325
"6098",26644,239,9,741,3,4,4,344
"6099",1477,239,7,706,3,2,3,323
"6100",39920,132,9,1033,6,4,7,647
"6101",6433,318,10,979,2,5,6,256
"6102",27516,30,7,532,10,2,2,1022
"6103",12965,202,8,526,4,3,2,432
"6104",12812,193,9,806,4,4,4,444
"6105",21228,162,7,689,5,2,3,523
"6106",25668,155,15,1591,5,10,10,610
"6107",8108,79,13,1443,8,9,10,900
"6108",29440,184,14,1157,4,9,8,498
"6109",11837,102,6,407,7,1,1,711
"6110",30957,596,4,503,1,1,1,111
"6111",19598,80,11,1022,8,7,7,877
"6112",26421,235,12,1220,3,8,8,388
"6113",34774,107,11,1297,7,7,9,779
"6114",4572,96,11,1019,8,7,7,877
"6115",17598,88,6,496,8,1,1,811
"6116",476,94,10,1113,8,5,8,858
